ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
768
ITEM: BOX BOUNDS ss pp pp
-6.6502451872036172e-01 4.2278819267736196e+01
0.0000000000000000e+00 1.4440000000000000e+01
0.0000000000000000e+00 1.4440000000000000e+01
ITEM: ATOMS id vx vy vz
690 0.362498 -3.81855 -1.12145
656 -0.899014 -1.0287 -0.50064
754 -1.31041 -1.52696 -0.433172
717 -0.962826 -2.91065 -0.45049
702 -0.647017 -1.83719 -0.61754
704 1.6433 1.7334 -0.35007
765 -2.18119 -0.911785 -0.966083
766 0.788216 -0.823152 1.74711
767 -0.349365 1.89796 0.667027
768 -1.19938 2.76338 1.72306
ITEM: TIMESTEP
1100
ITEM: NUMBER OF ATOMS
768
ITEM: BOX BOUNDS ss pp pp
-6.5805028984940284e-01 4.2073879212960058e+01
0.0000000000000000e+00 1.4440000000000000e+01
0.0000000000000000e+00 1.4440000000000000e+01
ITEM: ATOMS id vx vy vz
3 -1.42831 0.586654 -1.93342
6 3.67662 -0.18653 -0.314588
20 -1.75273 -0.587555 -2.39697
21 -1.35377 2.41003 -0.946414
85 -0.363205 2.97757 1.32543
2 -0.163657 1.17011 -0.197249
1 -3.15964 -1.35608 3.54465
67 0.81751 0.703307 1.00203
65 2.35039 -0.569212 -0.517643
70 -1.19161 4.0368 2.48118
84 -3.3576 2.53503 -1.28387
131 -2.01275 -0.1022 0.615087
66 0.122185 1.45802 1.36907
145 -1.34017 0.237907 1.31013
149 1.62985 -0.148527 1.1147
134 0.845834 3.19928 2.20175
148 0.198793 -1.13697 -0.60292
195 -5.08015 2.06121 -0.633599
213 -2.11402 4.48365 -2.78464
130 -0.00619061 -0.632526 0.111471
198 -0.276859 -2.07096 0.902967
212 -0.0171229 -1.2566 1.39657
259 -2.0054 0.851396 1.46221
277 -2.57479 -2.42513 -4.28734
194 -1.0461 0.447399 2.64082
262 1.97147 -2.3339 0.571415
276 0.688232 3.5118 2.39302
258 1.8636 -0.53976 -3.2316
196 -2.53477 -1.73784 1.51302
323 -1.13006 7.04463 -0.936577
341 -0.200037 1.3227 1.94401
326 3.34905 -1.94268 -0.646317
340 -2.20595 1.18813 -0.999356
324 -2.45513 -2.951 -1.55483
322 -1.01555 2.49634 2.22206
337 0.872135 -1.95458 -2.27269
387 1.97121 -1.59823 0.500361
405 0.0945722 0.630244 -0.124402
390 0.359318 -0.897384 -1.18231
404 -2.31076 1.90198 -2.09346
386 0.134027 -0.800515 2.53088
388 3.44738 -0.493203 -1.46307
451 1.42155 0.687523 1.29099
469 2.55167 1.8025 3.61442
454 -0.317585 0.254108 0.73904
468 1.81781 -2.47512 0.740567
515 0.686861 -1.50971 2.42573
533 -0.58747 0.498122 -1.89311
452 1.30329 7.46695 -2.71269
465 -0.179277 -0.04213 0.947938
449 1.67767 1.86327 0.21902
518 1.26009 -0.879023 -1.41917
532 -1.74813 2.35332 0.216616
579 1.04055 -0.00842847 0.837135
597 0.90435 2.38638 -1.91445
593 0.545333 -1.85365 2.51063
582 -0.186523 -0.261612 0.497001
596 -0.798194 -1.04695 -1.65022
643 1.27433 -0.270534 1.11625
661 1.05625 1.63837 -0.567409
646 1.09964 -0.891766 1.09999
660 -0.220304 -0.823655 3.51075
707 2.0504 -0.298664 1.23938
710 -1.82401 -0.697668 -1.33837
724 0.809925 2.31544 1.831
725 -0.067051 0.13242 0.340553
708 -0.892687 2.33785 -0.963124
709 1.7987 0.0319907 2.01342
19 1.7094 0.877842 0.114466
22 -2.75233 0.270127 3.2243
35 -0.923786 2.00747 -1.23662
36 -2.6902 -0.812222 1.10961
37 -2.1905 0.306033 -2.68043
38 -1.23499 1.24956 1.77671
34 -3.14467 -0.823968 -0.326447
97 2.51384 -5.26962 0.680205
83 -4.14905 0.224807 -1.55926
99 0.179358 -1.31625 1.52729
18 -1.97896 -4.73901 2.65861
101 -0.157241 -1.91325 -2.74964
86 -2.35153 2.1595 -0.968503
100 1.31336 -1.62045 -3.53369
102 -0.757718 3.13653 -1.30436
163 -0.164822 -0.0467833 -2.01332
161 0.991642 2.45754 1.38979
165 -3.04941 0.443454 -2.6616
147 -0.717492 0.739308 0.630694
82 -4.2735 3.10288 1.59088
150 -1.90864 1.41753 -1.51592
164 -2.54952 1.36653 2.58133
166 -2.69908 1.8558 -0.934162
211 3.82025 1.00614 0.124995
227 -1.03052 -1.11761 1.37994
229 -0.0295815 -0.478797 -0.699687
225 -3.26768 -0.8496 0.891189
162 -0.127342 -0.599979 -1.04825
146 -3.43541 -1.10484 -0.817081
214 1.79832 0.296345 2.66482
228 1.87271 -2.26886 -1.89885
230 -1.46708 1.47547 -0.785032
275 2.03612 1.08279 -0.850015
291 -5.13427 0.892865 2.1462
293 3.54927 -2.3368 -0.933962
289 -1.36548 1.48709 0.784073
210 0.251206 1.02215 -5.11935
278 2.29241 -0.985226 -1.2184
292 0.876404 -1.98563 -2.68916
294 -3.4502 0.0211967 -1.64848
290 1.72901 0.241111 -0.929187
274 2.88763 -0.603735 -6.23443
339 -3.06199 -0.496836 1.14552
355 1.99318 -0.454514 2.18742
357 -2.42599 1.76051 -1.81895
342 -0.595534 0.300242 -2.88897
356 -4.36769 -1.20259 0.407541
358 2.23511 -0.644376 0.0942167
338 0.0785217 -0.62261 -2.26572
353 -1.09903 -2.90537 -0.811313
354 -3.32311 4.26582 1.15773
403 4.73381 -1.00554 -4.59428
419 -0.93622 0.232678 1.93926
421 -3.83191 1.38425 -2.05846
406 -1.99648 0.276927 -0.973239
420 0.291356 1.43311 4.69752
422 1.23612 -3.11383 -0.453806
417 3.39828 3.31439 -0.205124
402 0.570175 0.956735 0.38895
467 -0.321729 1.24598 -0.0956222
483 -1.07241 -1.66015 1.68701
485 -0.324157 1.98566 0.107953
470 -0.757968 -0.250922 -2.19642
484 -1.5578 -2.54703 2.70835
486 1.57576 0.142835 -0.494472
531 1.23335 0.629676 0.527633
547 3.45868 -2.21536 -0.796909
549 1.08672 0.408578 0.0261064
466 -0.617009 -0.989016 1.31488
545 2.3809 -1.00939 1.21149
534 -2.25597 -2.53606 0.401921
548 -1.24281 1.7835 0.566987
550 -0.412737 -3.41778 1.95175
595 0.133787 3.02972 -2.33174
611 3.07225 -1.2631 -2.4776
613 2.35581 -0.610552 -0.854052
609 -2.11225 -2.3179 0.573128
530 2.49026 -0.805041 -2.58627
612 -0.545687 -1.71823 -0.359882
598 0.895968 -1.5763 1.04037
614 -1.45072 -3.73743 -1.53444
659 2.88392 -3.1082 0.0185873
675 1.4258 0.0990103 -0.766894
677 0.726426 -2.2969 0.140348
610 0.963215 3.76825 1.54761
673 0.473894 0.910178 1.02445
678 0.725566 0.270327 1.03376
662 -2.75728 0.134238 2.99764
676 0.118477 3.25236 -0.203434
723 0.661363 -1.00733 0.903757
726 2.08739 0.317503 0.0407676
739 -0.0892728 -1.46659 1.37152
740 2.72478 -3.39646 2.74493
741 0.522858 1.78253 -1.36043
742 1.01175 -2.57229 -1.62655
4 -0.856148 0.453632 -2.2999
69 -1.48941 -0.4733 -2.27123
5 1.0395 0.400223 0.250235
51 -0.203149 -0.525571 -1.84645
52 1.53754 3.27122 4.27184
53 0.771644 -2.55539 1.54843
54 1.12836 0.399166 -3.83506
50 1.39285 1.73396 1.28121
115 -2.28396 3.17261 1.75017
49 -2.70784 -2.65885 -1.57581
117 -6.05644 0.481428 -1.77124
113 -0.0550264 -0.802578 4.92523
133 0.563616 0.0858384 -1.39542
68 -1.10358 -2.01432 0.252453
116 -0.879847 -0.408837 -2.84912
118 -0.524491 -3.16176 -2.41625
181 -3.58554 0.374575 -2.59079
179 -2.97138 0.387174 -1.58186
129 2.74031 -0.371582 -2.26341
177 -2.85327 -1.88623 -0.2096
132 0.539988 -4.00851 -1.34975
197 -2.84798 0.79495 0.879867
180 -0.1079 0.52781 0.952785
182 2.1694 1.79703 -1.52211
243 -0.289618 0.828179 5.88589
245 -1.12652 -1.91755 -0.360588
241 0.933508 0.163925 5.18934
193 1.44176 -0.954218 2.65773
261 0.890498 -2.24342 3.42748
244 0.54467 -1.43898 -0.163504
246 3.38345 -0.608826 -2.50957
307 -1.94814 -2.9602 -2.66845
309 -1.05517 0.0378148 0.878431
260 -2.42843 -0.512157 -1.27007
308 -1.61487 -0.186895 -0.651132
310 -0.246067 2.58802 -2.41612
325 -0.34958 -0.630737 -0.156864
371 -1.22811 -4.10559 0.16124
373 3.75457 -1.28363 -3.0107
372 1.09084 -1.5902 3.06595
374 -1.27003 1.38722 -1.18008
389 -3.22273 -5.04356 -3.05971
435 -3.44656 1.1536 1.35552
437 2.58507 -0.700575 0.483248
436 0.418484 0.347855 -0.861024
438 2.94461 -4.30282 -2.32103
517 -2.12178 1.48502 3.69946
453 -0.454539 0.0622089 -2.11969
499 1.90944 -0.259904 1.48193
501 -1.84291 3.72702 -0.180169
500 2.24236 -2.59612 1.33027
502 0.0265478 -0.804543 3.42178
563 -0.233137 -1.38719 -0.97996
565 0.0396029 -0.302832 1.81536
498 0.495215 -0.0495691 -1.04579
581 -0.391525 3.59669 1.3305
516 -2.60273 1.92424 1.0609
564 -1.67918 -0.641616 -1.51232
566 -0.360404 2.21487 -0.735541
627 2.74567 2.14194 2.35949
629 -1.41787 2.00944 -2.81055
625 -1.40741 0.708819 0.64368
580 1.95059 -1.16136 -2.20013
645 1.48375 2.56272 -0.950809
628 1.51856 -1.52439 -1.13704
630 1.61014 -1.92301 -1.53432
691 1.36903 1.37454 1.53343
693 1.87444 -2.21027 -0.347321
644 0.514922 -2.42545 -1.98067
694 -2.23867 -0.364511 -2.4353
692 0.857007 -2.58845 2.09127
755 2.89225 -0.320748 0.905858
756 0.537786 -0.879704 3.40933
757 -0.183977 -1.06105 2.63965
758 -1.36078 -2.24227 0.345955
7 -2.61297 -1.21587 -1.88115
10 -1.67497 -1.58191 -0.328858
11 3.39118 2.36066 -0.0587989
24 -2.20928 1.4275 -0.16545
25 -2.53373 -2.0244 2.38804
28 0.506133 -0.474607 -0.384874
12 -1.77615 0.816686 2.15326
75 1.30219 0.333409 -2.05138
71 0.703495 2.91259 2.06505
73 -1.12853 -2.13705 0.821192
89 3.66759 2.83404 -0.525094
74 -0.430965 -6.10243 -0.705486
88 2.32419 3.5673 -2.70456
92 1.38147 -2.00407 -0.934869
135 4.35839 -0.900897 2.62197
76 -0.205002 -2.02192 2.9635
139 1.28497 -1.8466 -2.66139
153 -2.4346 2.27458 1.25389
72 0.929835 -1.23117 0.62754
138 2.52325 2.47381 -2.2972
152 -1.73276 2.13015 -1.59711
156 -0.370164 1.9532 -6.23989
199 -0.130866 3.67182 0.151798
203 1.23418 1.54409 -0.196162
217 -1.14203 3.18919 1.79456
201 1.05205 -1.80884 3.41892
140 0.00724485 1.35693 1.93111
202 0.615379 -5.00534 -1.34055
216 1.33039 1.15617 5.28421
220 1.60023 -3.6276 -2.69042
263 -1.8373 -0.58911 -1.23497
267 -0.865945 3.51885 -1.84049
281 -2.12358 1.97738 2.79879
204 -0.304855 1.21883 -0.524704
266 1.12274 3.36219 -4.43356
280 -1.29061 6.56261 1.56144
284 -4.43554 -2.59757 3.09288
268 1.3314 -1.08602 -1.83712
327 -1.09282 2.69428 0.48515
331 -3.03504 0.648785 -2.25186
345 -0.819494 -0.217029 -2.57105
330 -2.82185 -1.80102 0.343495
344 -0.340392 -0.192949 0.129503
348 1.37748 1.21327 -0.525781
328 -2.04345 0.422663 2.76622
391 0.513747 -0.801029 0.253622
395 -0.406406 0.905065 -0.648944
409 -1.40341 5.06721 1.03278
394 0.208416 -1.24352 -1.34824
408 0.428289 0.306799 1.943
412 1.27848 -0.557334 -2.10557
455 0.143717 -0.203951 -0.0596993
459 3.41519 2.80953 1.82716
473 0.941181 -0.541411 -0.477348
457 -1.09832 1.03448 -1.52843
458 2.60999 -2.57704 -0.886284
472 2.33052 -2.36796 -4.80121
476 0.386016 0.824662 0.225614
519 -1.67045 0.659282 -3.02283
523 2.80149 1.83958 2.30046
537 1.13316 1.71949 -2.77682
460 0.322937 0.724801 0.518136
522 -0.797555 1.60698 -1.25145
536 -1.68552 -0.00953016 0.0138677
540 2.45304 0.181597 2.65606
583 -0.227026 -0.48439 -1.90853
587 0.586786 -0.117472 -4.39403
601 1.12271 -0.185912 -1.29591
585 -0.746749 -0.523436 0.543331
586 1.19506 1.9 0.69231
600 -1.06951 -0.391119 -1.72752
604 -2.29089 1.05617 -1.72803
647 1.70658 -0.393784 -1.92341
651 0.568098 0.311727 2.45289
665 2.47336 1.12202 0.563113
649 1.63888 -1.12523 -0.168598
650 -0.463918 0.546163 0.37412
668 1.60871 -1.86358 -2.42969
664 0.660672 1.52354 -0.789181
711 -1.52587 -2.7679 2.26828
714 -0.523438 -0.205849 0.665473
715 -0.643274 -1.81217 0.581183
728 2.83582 -1.82442 1.72579
729 1.19905 1.19144 1.75597
732 -0.86302 2.37324 0.417788
648 1.26533 -1.28021 -0.607155
716 0.765487 -1.21435 0.555184
713 1.87924 -0.133216 -0.86656
652 -1.97147 1.23853 4.14333
23 0.532073 3.5203 1.72204
26 -3.5632 0.802883 -2.38711
27 0.79887 1.6496 -1.74168
39 -1.23676 1.12864 1.98329
40 -2.97642 7.18787 -4.63139
41 -3.30552 -6.00762 0.635412
42 -1.68035 -1.11574 -1.85914
43 -0.759871 2.13021 -0.557525
44 3.94228 -4.57973 0.651767
103 2.10024 -0.341587 -1.02439
91 -3.61827 3.60368 3.56366
107 -3.47834 -0.648009 -1.02551
105 -1.33199 1.32893 3.74809
87 -4.80447 3.22567 0.957135
90 -1.05823 0.154387 1.25614
104 3.08397 0.965221 1.1427
106 -2.57886 -0.726793 -2.69258
108 -1.64974 1.00163 -1.40689
155 2.4253 -0.455522 0.509461
167 -0.247047 -0.819611 0.657594
169 -0.773121 0.657839 -3.40056
171 -1.10344 0.132332 0.333742
151 3.12745 3.28987 -3.8062
154 0.114362 -1.16178 -0.634576
168 -1.34686 -0.201743 -2.32449
170 -1.73843 0.623956 -2.55479
172 0.140703 0.835494 -1.34669
215 0.586676 -2.35826 0.73411
219 0.930361 -1.68616 -2.40859
231 -1.30384 -2.64766 -1.03089
233 -1.5135 2.1269 -0.110112
235 0.415939 -2.86431 -2.64555
218 -2.29711 0.464831 2.15525
232 -1.08761 2.65298 -0.900622
234 -0.071742 -4.74933 1.73972
236 -0.597513 3.09999 -0.840921
279 1.12668 -2.27956 1.19238
283 1.52383 -0.857337 -0.877647
295 0.0401231 0.509991 -0.581968
297 -2.17131 -0.948517 -0.0190818
299 2.5105 6.32515 -1.4688
282 -0.153093 0.564082 -0.230689
296 2.75018 -4.65175 1.66546
298 -0.446975 1.13001 0.140794
300 0.987833 0.86022 -1.7351
343 -3.15797 -0.211915 0.109104
347 -2.25185 0.382611 -0.719309
359 -0.926935 -4.09752 -1.35432
361 3.03968 -4.75965 -1.10815
363 0.638154 1.8569 -0.677999
346 1.64106 -1.01838 -0.608164
360 -2.37276 0.581332 2.02844
362 -1.23201 1.56355 3.6912
364 0.151436 1.57862 0.86227
407 -1.72816 0.663041 -1.90143
411 -0.593374 -0.622537 -1.50968
423 2.23709 -0.910038 -2.90808
425 -3.67037 -1.05005 -2.59906
427 -0.0845119 0.852979 -0.200135
410 -1.1781 1.58635 -1.80302
424 -0.747237 -2.59231 -2.01427
426 -0.0644432 0.100236 -1.90795
428 -0.0134518 0.265582 -1.83973
471 0.803533 2.02147 2.81457
475 -1.70956 0.211092 0.841535
487 4.24942 -2.90398 -4.16008
489 1.31446 1.68815 1.74536
491 1.2759 1.82381 -2.03032
474 -0.305541 -0.00511197 -0.130508
488 -0.204105 -0.330893 2.53723
490 1.46939 -0.834244 -0.359493
492 -0.368446 3.04197 3.12684
535 0.178572 -1.64374 -3.36461
539 1.46641 0.0432558 -1.28575
551 -0.915139 3.12507 -0.08787
553 1.01023 1.17806 1.82014
555 -0.169783 1.67232 2.11024
538 -2.48448 -0.385998 1.74185
552 -0.727151 2.66228 2.94766
554 0.851772 0.325975 2.76804
556 -3.72474 -1.78352 0.714431
599 -0.157344 0.213592 0.520748
603 4.22542 2.52389 0.725384
615 -2.06049 1.98097 -0.631412
617 0.489136 3.20167 0.155896
619 2.70145 6.35167 1.77899
602 -1.03988 -4.27856 0.588201
616 0.135059 0.586946 0.0848973
618 1.17401 -1.98276 -0.153129
620 0.243856 1.39153 -2.7268
663 0.52839 -2.00027 -2.06178
667 2.8306 0.479371 -0.323506
679 -0.308345 1.02402 0.940973
681 2.03583 -2.4922 2.28755
683 -1.09955 -1.04198 0.38581
684 0.725722 0.71802 -1.01306
680 -0.632211 -0.61672 2.72807
682 -0.593249 1.50703 -1.21536
666 0.64311 -0.0766121 -0.428042
727 -0.853021 1.26327 0.380513
730 -1.28754 2.07297 -1.29349
731 3.21696 0.264172 0.443918
743 1.79688 -0.299902 -2.65978
744 -1.16517 -2.5096 -0.693289
745 2.40284 -1.12045 -0.0406192
746 0.609685 1.51166 -2.86933
747 2.17245 -1.01643 -0.41623
748 -0.753 -0.70778 0.110544
8 -2.85846 1.82316 -2.76039
9 -1.54261 -2.47055 -1.11896
55 -2.64949 0.453605 -2.14881
56 3.20899 1.26089 3.89865
57 -2.15316 2.53934 -0.206231
58 1.94867 1.89315 2.31098
59 -3.09311 0.76023 1.15213
60 0.325541 3.38769 0.76256
119 -0.0352898 0.826359 -1.27463
123 2.51564 -0.495528 0.24061
121 0.0139804 -0.0175869 -4.2681
120 -2.76193 4.39669 -2.86263
122 1.23478 -0.467758 0.943242
124 0.883106 1.09692 -1.01364
187 -0.804475 -4.71739 -0.461515
183 -3.90038 0.162102 -2.26227
185 -2.37397 -0.270966 1.52907
137 1.98301 -0.417323 -2.10569
136 0.929374 -3.3245 -5.0965
184 0.533249 -0.436357 0.884895
186 0.0320911 1.21159 -2.49862
188 0.436886 -0.773919 0.358347
247 0.984085 2.68504 1.70495
249 -3.78606 -5.67352 -2.25359
251 -2.69548 1.23012 0.188444
200 -1.40886 1.98382 2.34499
265 -1.73724 1.4034 -0.597514
248 -1.84335 0.792084 0.553138
250 -1.96301 -1.46221 -1.57667
252 1.36592 2.67339 1.28887
311 0.938639 -4.46675 0.533812
313 -0.872398 1.19204 -3.30591
315 -0.278464 -0.572383 0.806454
264 3.14139 0.237674 2.76934
312 1.90649 -2.65674 0.38028
314 1.15971 1.98871 -1.78923
316 1.71055 1.56597 0.663417
329 3.30497 -0.643833 6.07251
332 2.08333 1.56725 2.12561
375 2.17626 -0.489922 0.570126
377 -0.948791 -1.8724 -3.01542
379 -0.481452 2.43389 -0.923748
376 0.161796 -1.51733 -4.23198
378 -2.39428 1.58315 2.3323
380 -0.533529 -1.85259 -1.26269
393 -1.57849 1.54478 -1.89212
392 -1.77852 -2.06818 4.48931
439 -1.90473 -2.69132 3.5383
441 2.32093 -2.41438 -0.89678
443 0.818731 1.66892 3.63404
396 -0.827155 -0.276516 0.207471
440 1.39343 -0.658579 1.19342
442 -1.01853 1.25692 0.804253
444 2.00883 2.87174 0.897067
521 1.4866 -1.2978 -3.72379
456 0.297173 -0.102849 -1.5794
503 0.300487 0.553022 0.334551
505 1.10297 -0.659966 -1.01226
507 0.982554 1.8078 0.94646
504 0.896233 2.98361 -0.958694
506 -1.6061 0.160112 -0.231399
508 2.59228 -1.21269 -0.774104
567 0.791638 1.71179 0.00972945
569 0.645551 1.66641 -0.0609401
571 -0.50004 3.24737 1.57371
524 -1.85754 -6.62962 2.90807
520 -0.807395 -1.84908 -3.19022
568 1.8749 0.0280533 0.987424
570 -2.43491 1.01524 0.235354
572 1.27179 2.18448 -0.0430117
631 -0.375117 1.02686 4.49824
633 0.272307 3.1982 -1.61434
635 2.26342 0.385494 -1.33761
588 -2.56209 0.342649 1.76249
584 0.380418 0.0236944 3.03466
632 2.70571 1.12339 4.84266
634 0.413188 -1.05105 -1.17096
636 -0.846515 -0.557257 2.43929
695 2.00019 -2.52618 0.142545
697 0.916924 2.63902 1.57444
699 -0.508386 1.08802 -1.46629
712 -2.07243 -0.0664412 -1.10019
698 -2.13845 -0.462559 -0.661885
700 1.64969 2.47858 -0.217276
696 -0.784619 -2.50252 -0.794833
759 0.99909 -0.460844 0.1046
760 -1.41356 0.492113 0.423335
761 1.81969 2.93038 0.742914
762 -0.750053 -1.03984 1.42955
763 0.263654 -0.212592 0.499803
764 3.85301 0.125423 0.770732
17 1.37331 -3.45796 -3.77914
81 -0.50695 1.27899 -2.25
14 0.512284 -2.86163 -5.17135
15 1.84741 1.54467 -2.37075
29 0.67847 2.25491 1.61604
32 1.55453 1.09421 -0.625989
13 0.897252 -1.75105 1.55752
79 -3.71491 -3.04327 -1.80324
93 2.50607 1.88066 0.151116
77 5.1447 -6.23216 1.79488
78 2.13403 -1.4843 -1.15819
96 0.0919706 1.89112 -1.41743
157 2.38709 -3.69617 1.7819
141 -1.0327 3.0243 -0.524002
80 2.11818 5.12716 -1.80348
143 -0.592419 -1.89649 0.14254
209 -1.61828 -2.23711 -0.365103
142 -1.62844 -1.31169 -1.45723
160 -0.162043 -1.75326 -5.65082
207 0.715084 -2.78666 1.25381
221 -1.78363 0.76675 2.72942
205 -1.53748 -2.25075 -1.0495
144 3.22338 0.50513 2.32941
273 2.70555 2.68477 -0.847682
206 0.972304 -2.34257 2.3909
224 2.26811 0.227132 -1.31242
271 1.6226 3.48382 1.99392
285 0.902246 2.69187 2.3288
270 -1.66884 0.418848 -0.791512
288 2.65876 -3.71494 1.90619
269 1.03324 -2.34566 -2.91779
257 1.6485 4.3349 -0.419528
208 2.70697 -0.924142 1.61232
272 0.635243 1.2468 -3.52762
335 -1.21451 -2.52513 1.16682
349 -1.79422 2.46376 -0.390519
334 -2.91771 1.32952 -5.90835
352 -0.801543 -2.02128 -1.12573
336 -1.41412 2.24415 2.2502
401 -1.1401 1.78193 -1.90056
399 0.0546355 -4.0837 -2.50751
413 -0.939762 -6.57704 0.800951
397 1.99756 1.73536 1.16642
398 -0.948791 -4.36059 0.0395955
416 1.16388 -0.752288 -0.764208
463 3.20804 -1.56439 2.53764
477 2.11606 -0.522114 -1.61672
529 -2.84123 -0.084729 1.01612
450 1.58263 0.785148 -4.01168
462 0.00526811 -0.863882 1.21912
480 -0.134227 2.47186 2.09976
527 1.25629 -0.0245978 -3.92389
541 2.31984 -4.82759 -0.451735
525 -1.19104 2.80006 -0.681221
514 0.0504871 0.649496 0.958745
526 -1.34571 -3.34352 -1.8526
544 0.326963 1.66719 -2.56011
591 -1.99679 0.711162 -0.00611217
605 -0.81077 -2.53584 -0.992243
578 1.08385 -0.181732 1.94333
657 0.401656 3.757 -0.781665
590 -0.0608741 1.49513 -1.98802
608 0.363827 0.723233 -0.402781
655 -1.95356 1.67674 2.11913
669 1.09337 0.933835 1.9194
641 1.20199 0.441617 -0.359266
653 2.55147 -0.630926 -0.754812
592 2.57191 1.61922 2.55321
642 1.36282 0.113424 2.04714
706 -1.16741 1.93094 -1.10077
721 0.0873722 3.14633 0.705093
672 1.64189 -0.0608996 2.16694
654 -0.109894 0.854084 1.25574
718 0.00418859 -0.7273 1.40992
719 4.90858 -2.18167 1.59986
733 0.581002 3.75494 1.384
736 -0.392354 -1.54083 0.787346
656 -1.68794 2.15723 2.14263
33 -0.0623361 3.25218 1.15061
30 1.76905 1.39905 -0.927537
31 -5.60215 -1.17475 1.07844
45 -0.0964035 0.419923 4.19313
46 0.507313 -2.27535 1.40446
47 -0.3689 -1.62543 0.329465
48 -0.133648 -4.08515 1.86358
111 -3.12603 1.44768 2.46929
95 -5.78081 1.62273 0.50194
109 -5.46426 -1.43232 -1.04895
98 2.5136 0.0688154 0.842205
94 -3.27132 -1.81646 -0.525048
110 -2.09703 -3.84378 -0.814502
112 0.168648 -5.41652 1.61476
159 -2.88045 3.16029 0.518935
175 -2.44532 0.784457 0.258267
173 5.72826 -1.28181 -1.8816
158 -1.23584 2.89662 0.895102
174 -2.05841 1.65172 2.55246
176 1.41086 -1.34909 0.20079
223 -2.68315 0.511139 4.11343
237 3.42982 -0.348628 -0.286518
239 0.804712 -0.784028 -1.64862
226 0.715228 0.100179 2.28589
222 -2.94752 -0.0857767 0.681237
238 -1.85045 0.973702 1.07287
240 -5.87093 1.37738 -2.82207
287 -2.36136 -3.10548 -0.0309941
301 1.28344 1.00243 -0.251259
303 -3.82296 -6.11741 -0.747168
286 -0.00560578 -0.0476213 0.128787
302 -0.7352 1.51343 0.556808
304 -3.12934 -0.335593 2.42199
351 1.60166 1.72273 -2.71204
365 -2.05885 -3.53226 3.64237
367 -1.69971 -0.539666 -3.96459
350 0.404655 1.87978 2.53929
366 2.29382 0.701926 1.57673
368 1.48139 1.96175 1.39419
415 -2.68415 -4.07804 -3.93331
429 -2.45262 -0.314296 0.454332
431 1.03831 -1.16669 1.27628
418 -0.689977 1.82887 1.59367
414 -0.0555256 -2.19824 0.687955
430 -0.0559447 -4.34629 0.0697064
432 2.09297 4.31551 1.47917
481 -3.76623 -2.1464 1.20472
479 3.24799 0.0310577 1.18259
493 2.13353 1.38734 2.72867
495 -2.73138 -1.09494 3.35135
482 1.5308 2.74256 -2.72373
478 2.21274 -0.764394 -0.402646
494 1.41125 -0.583894 -2.35217
496 0.950871 0.00870492 -2.21373
543 1.66243 -2.19236 -1.958
557 -3.3917 -3.19273 1.46199
559 1.68373 -0.748431 1.7468
546 -1.33519 0.730131 -0.538195
542 -1.949 -0.0848978 -0.743731
558 -2.26822 0.336699 -1.86336
560 -1.38266 1.04717 1.46192
607 1.60992 -0.0475447 0.259576
621 3.96622 1.00756 -0.437953
623 2.57724 -2.24516 1.20407
594 -2.36078 -0.0968915 -1.83023
606 2.75231 -3.59277 0.672071
622 2.52599 0.219267 -0.535246
624 2.01365 -0.254049 2.59579
671 2.39049 -1.43612 0.751482
685 3.13235 2.34983 -3.95789
687 -1.28012 2.02856 0.0198782
658 1.11566 0.920064 -0.0856599
670 4.32639 2.0576 0.131883
722 1.33113 0.841327 2.51959
674 -1.1067 2.14851 1.31664
738 1.56444 -1.59383 2.23557
737 0.750288 -1.25754 -0.406235
686 -1.82626 -1.27575 1.05043
688 2.09315 -0.0475111 -3.54589
734 0.56566 0.530322 0.299044
735 0.980831 -0.43339 1.49588
749 1.13788 1.42556 -1.86902
750 0.243592 2.33942 0.202376
751 3.24249 -4.57555 0.37014
752 2.98905 -2.4473 0.585852
16 0.404173 -2.04013 1.14128
61 2.65256 -2.63679 -0.348866
62 -0.353927 0.304607 -0.402455
63 -0.30208 -0.213672 1.94265
64 -4.7923 -1.44868 0.991223
127 -4.73517 -0.479447 -2.487
125 4.60567 -0.107776 1.83301
114 0.148459 0.968291 -0.226364
126 0.501846 -5.27627 1.81258
128 -1.14055 -3.55821 -2.59438
189 -1.20936 1.46638 0.665385
191 1.66147 1.47957 3.71321
178 4.29652 1.53766 -3.19933
190 1.6269 -2.43824 -0.471354
192 3.77443 0.112723 2.80622
253 -1.66834 -0.140691 3.50048
255 -2.35421 -3.29047 -0.940522
305 -0.298136 -2.86164 -2.84622
242 1.77285 0.532499 -0.392362
254 -0.775121 1.82086 -2.29288
256 0.503375 -5.79191 0.546591
317 0.975962 -1.09937 1.67788
319 2.42155 -0.0218769 -0.955101
306 -1.34399 -1.35106 0.482959
318 -0.0088997 2.22538 5.58539
320 1.78148 -0.385797 -1.79497
370 -2.36146 1.2398 2.46041
321 -5.27429 1.22675 0.706219
333 -1.96671 1.26826 -0.0355202
369 2.5249 0.760833 -1.07107
381 -0.295015 0.281099 -2.45445
383 -2.10812 -1.22612 -3.2873
382 2.95324 -0.500641 -0.411014
384 -2.21812 -1.57716 0.152251
433 -4.16989 -0.118824 3.97046
385 -0.822981 -1.34127 1.2083
400 -1.33574 2.59785 -3.30178
445 -1.28941 2.69787 0.742466
